Point ID,Label,Annual_Precipitation,Distance_to_Nearest_Karst_Feature,Distance_to_Nearest_Water_body,Elevation_(m),Hydrualic_Head_Difference,IAS_Thickness,LULC,Overburden_Thickness,SAS_Thickness,Shear_Waves_Velocities,Slope,Surface_Geology,TPI
0.0,0.0,1222.0,35381.31641,416.3717346,16.0,-3.657599926,44.50080109,2000.0,72.08320618,27.27759933,333.9127502,0.085863851,7.0,-0.384221077
1.0,0.0,1278.0,18626.59961,284.1338501,49.0,10.66800022,42.67200089,1000.0,50.21920013,7.547199249,313.2873535,0.305290461,3.0,-2.032272339
2.0,0.0,1244.0,29191.9082,270.5659485,39.0,0.609600008,7.924799919,2000.0,19.49279976,14.56799889,334.5460815,0.213490948,3.0,-1.661266327
3.0,0.0,1258.0,14102.13867,267.9689941,48.0,11.27760029,57.91200256,2000.0,82.74720001,23.83519936,330.8291016,0.200891674,3.0,0.90322876
4.0,0.0,1236.0,29576.4082,595.354126,40.0,3.96239996,32.61360168,2000.0,72.0039978,39.39039993,273.3377686,0.186680824,3.0,0.638893127
5.0,0.0,1228.0,45897.47266,1727.90625,29.0,3.96239996,66.4464035,1000.0,88.74079895,20.29439926,231.3226166,0.024449315,7.0,1.044847488
6.0,0.0,1254.0,24369.44922,269.4269714,43.0,3.96239996,66.4464035,2000.0,87.50080109,23.05439949,235.1007996,0.417079419,3.0,3.534805298
7.0,0.0,1265.0,5806.028809,403.4921875,57.0,6.705600262,14.93519974,1000.0,36.57839966,20.64319992,214.9824371,0.184165984,3.0,7.443149567
8.0,0.0,1266.0,2741.375244,469.0049133,39.0,-2.43840003,40.53839874,2000.0,52.41120148,6.87279892,309.3616333,1.424222827,3.0,3.373268127
9.0,0.0,1254.0,17559.13867,234.4168396,38.0,10.36320019,57.3024025,2000.0,77.92880249,20.62639999,283.9104309,0.076587699,3.0,-2.248088837
10.0,0.0,1275.0,18721.30664,30.06387901,46.0,3.96239996,36.57600021,1000.0,44.78079987,8.204799652,290.606842,1.035729647,3.0,-4.274417877
11.0,0.0,1264.0,12737.38867,833.7022705,48.0,3.96239996,15.23999977,1000.0,27.57839966,12.33839798,291.3301392,1.373152494,3.0,5.064277649
12.0,0.0,1236.0,34013.46094,912.6241455,39.0,3.048000097,12.80160046,6000.0,30.770401,19.96879959,223.3471222,0.149079889,3.0,-1.952098846
13.0,0.0,1231.0,37249.27344,966.3543091,21.0,-3.352800131,48.46319962,6000.0,76.16880035,25.79120064,234.606369,0.173884422,7.0,-3.352401733
14.0,0.0,1266.0,7583.429199,283.3043213,50.0,5.181600094,62.48400116,2000.0,74.38400269,11.89999771,249.9559174,0.080732062,3.0,6.051013947
15.0,0.0,1232.0,38136.45703,3188.572266,33.0,-7.619999886,40.84320068,1000.0,85.42559814,44.58240128,250.6590424,0.019175557,7.0,-6.320165634
16.0,0.0,1279.0,19129.33789,381.8111877,47.0,11.88720036,90.83039856,1000.0,112.8367996,21.70159912,347.9171753,0.44987765,3.0,5.060375214
17.0,0.0,1230.0,35943.73047,2998.475586,28.0,-4.267199993,40.53839874,2000.0,66.70960236,26.1711998,314.4910278,0.042929124,7.0,-5.052520752
18.0,0.0,1226.0,27447.56836,150.1009979,32.0,1.524000049,21.94560051,6000.0,49.67839813,29.81839943,314.2110291,0.47721827,7.0,-0.035081863
19.0,0.0,1229.0,32155.76563,642.5739746,32.0,2.743200064,43.58639908,2000.0,60.95600128,13.4552002,273.3315125,0.046465032,7.0,6.515478134
20.0,0.0,1274.0,9769.804688,239.4904327,61.0,14.02080059,33.52799988,2000.0,62.21920013,29.69120026,347.8392334,1.297141671,3.0,13.72845459
21.0,0.0,1222.0,51237.43359,980.7729492,26.0,0.609600008,70.10400391,4000.0,91.53199768,17.12319946,226.3521423,0.120951213,7.0,-1.335294724
22.0,0.0,1283.0,18016.88672,975.7445068,41.0,13.71600056,46.93920135,1000.0,58.67839813,11.73920059,540.1635742,0.420648038,3.0,4.559288025
23.0,0.0,1254.0,19115.63672,390.331543,51.0,2.43840003,23.77440071,1000.0,42.770401,20.99599838,225.1083069,0.586482465,3.0,6.259723663
24.0,0.0,1226.0,27715.7793,161.2998962,36.0,2.43840003,20.42160034,6000.0,50.93519974,28.90399933,275.2042847,0.399870664,7.0,1.572723389
25.0,0.0,1235.0,34299.26953,268.6525879,33.0,9.144000053,39.01440048,1000.0,74.45280457,35.43840027,319.4932251,0.295112282,7.0,7.305137634
26.0,0.0,1226.0,49679.17188,1679.729858,48.0,15.84959984,74.37120056,1000.0,114.7511978,41.38000107,296.4941711,0.214903533,7.0,14.56681824
27.0,0.0,1226.0,34739.46875,1232.319336,17.0,-3.352800131,41.14799881,6000.0,66.37760162,29.229599,235.536499,0.004675412,7.0,-0.563806534
28.0,0.0,1267.0,17526.23242,277.1113281,45.0,0.914399981,29.56559944,1000.0,38.5992012,9.33839798,460.1584167,1.632245898,3.0,-7.692657471
29.0,0.0,1266.0,5361.806641,152.6686859,48.0,5.791200161,14.02080059,1000.0,27.27359962,13.25279999,228.6959839,0.674841464,3.0,7.803092957
30.0,0.0,1249.0,20480.25,149.922348,51.0,5.181600094,22.86000061,1000.0,42.16080093,20.99599838,232.6337433,0.204334453,3.0,5.061489105
31.0,0.0,1270.0,16174.22363,1475.854492,36.0,0.304800004,87.17279816,1000.0,89.64480591,2.472000122,295.9613647,0.344839633,3.0,-7.669719696
33.0,0.0,1259.0,13691.14844,134.344574,48.0,11.88720036,51.20640182,2000.0,74.51760101,26.31119919,249.4165802,0.216416761,3.0,4.246032715
34.0,0.0,1273.0,15510.23926,917.9355469,43.0,-0.914399981,0.0,6000.0,14.65359879,13.65359879,269.7930908,0.162880704,4.0,-0.412879944
35.0,0.0,1257.0,15868.125,239.4899597,47.0,10.66800022,58.82640076,6000.0,85.70960236,29.49279976,329.8441467,0.130515993,3.0,-3.32579422
36.0,0.0,1252.0,18321.14844,211.69664,45.0,-3.657599926,22.55520058,1000.0,36.16080093,13.60560036,230.7065125,0.313558728,3.0,3.287330627
37.0,0.0,1262.0,14100.74902,334.7440491,36.0,1.828799963,3.048000097,2000.0,8.87279892,2.824800491,235.4845123,0.099251777,3.0,1.063095093
38.0,0.0,1232.0,25414.98438,89.80981445,42.0,1.219200015,12.49680042,1000.0,34.07519913,21.57839966,259.8971558,0.074938379,3.0,-0.633342743
39.0,0.0,1228.0,30126.56836,175.0902252,25.0,-4.87680006,34.13759995,1000.0,47.25040054,14.11279964,257.6043701,0.898454368,7.0,-3.788387299
40.0,0.0,1279.0,21702.09961,466.6600342,39.0,-4.87680006,35.35680008,1000.0,41.13359833,4.776798248,286.7258301,0.885024488,7.0,-5.594652176
41.0,0.0,1267.0,10894.09082,67.00067902,33.0,-4.87680006,81.38159943,1000.0,89.69280243,8.311199188,391.7875977,2.748854399,7.0,-10.92054749
42.0,0.0,1281.0,9574.691406,497.2401733,44.0,5.181600094,28.95600128,2000.0,36.38000107,7.423999786,362.52005,0.755971253,3.0,-3.09601593
43.0,0.0,1262.0,18641.53711,633.4961548,50.0,-0.609600008,0.0,6000.0,22.56799889,22.56799889,259.6285095,0.136053428,4.0,0.178030014
44.0,0.0,1247.0,25817.64648,329.2990723,44.0,4.267199993,37.79520035,1000.0,66.86000061,27.06480026,384.0774841,1.180761814,7.0,-0.237003326
45.0,0.0,1229.0,32337.58594,875.6673584,36.0,0.304800004,38.70960236,3000.0,91.77839661,53.06880188,237.3984375,0.355234027,7.0,-2.614982605
46.0,0.0,1224.0,48727.3125,3207.565186,34.0,3.657599926,68.88480377,1000.0,107.1520004,36.26720047,236.1251984,0.110542633,7.0,0.412431717
47.0,0.0,1241.0,20878.27734,42.423069,34.0,0.609600008,15.84959984,2000.0,35.8288002,19.97919846,239.9597321,0.140703663,3.0,-4.257526398
48.0,0.0,1259.0,16029.57227,541.9744263,48.0,11.27760029,45.41519928,6000.0,73.60320282,28.18799973,291.2410889,0.138987705,3.0,0.043895721
49.0,0.0,1252.0,13971.28613,487.3865662,45.0,0.304800004,23.16480064,1000.0,41.3423996,19.17759895,346.4923706,1.042522788,3.0,2.539848328
50.0,0.0,1254.0,21368.29297,454.9059448,40.0,7.924799919,81.38159943,3000.0,89.98719788,8.215200424,237.9051056,0.06856361,3.0,2.201007843
51.0,0.0,1271.0,2959.053955,212.118103,52.0,5.486400127,18.28800011,1000.0,35.540802,13.25279999,337.1734924,2.160345078,3.0,3.464916229
52.0,0.0,1256.0,17973.31055,512.4539185,56.0,3.657599926,22.25040054,1000.0,45.02719879,21.77679825,311.6747131,0.558325827,3.0,9.239147186
53.0,0.0,1268.0,16629.52148,276.5171509,36.0,-0.609600008,0.0,4000.0,8.263198853,11.26319885,271.4112854,0.234433591,4.0,0.075431824
54.0,0.0,1276.0,19945.33398,1112.771851,40.0,6.096000195,90.83039856,1000.0,105.2272034,18.39679909,285.6152039,0.784315944,3.0,4.187923431
55.0,0.0,1243.0,23506.94336,629.9067993,47.0,5.486400127,37.18560028,1000.0,66.50720215,33.71199799,435.6808777,2.072709799,3.0,8.63584137
56.0,0.0,1248.0,28743.98633,1031.655396,43.0,0.304800004,13.10640049,6000.0,26.23600006,11.43440056,272.3893738,0.01543785,3.0,0.071208954
57.0,0.0,1261.0,13303.72363,481.9473267,37.0,-4.267199993,23.77440071,1000.0,29.68479919,3.910400391,282.5940857,0.517543793,3.0,-1.727802277
58.0,0.0,1252.0,23637.16016,270.5657043,43.0,0.609600008,10.66800022,6000.0,25.93120003,15.26319885,239.6849365,0.088918813,3.0,0.477901459
59.0,0.0,1286.0,22767.95313,332.0595398,53.0,11.88720036,99.97440338,1000.0,121.5800018,21.60560036,280.2771301,1.675080061,3.0,10.26413727
60.0,0.0,1251.0,19812.50977,401.0318604,40.0,5.486400127,33.22320175,6000.0,57.98320007,24.76000023,290.4302368,0.069728173,3.0,-5.189491272
61.0,0.0,1264.0,16078.30469,474.0223999,37.0,-2.133599997,79.2480011,6000.0,90.33999634,9.091999054,234.2045441,0.203123912,7.0,-12.33983421
62.0,0.0,1230.0,41939.17969,631.343689,23.0,-3.048000097,47.54880142,6000.0,78.47360229,30.92480087,236.220459,0.212343782,7.0,-1.971103668
63.0,0.0,1270.0,10169.41406,481.9374695,35.0,1.219200015,0.0,4000.0,6.653598785,6.653598785,227.0325012,0.142828986,3.0,-0.640285492
64.0,0.0,1285.0,16343.09473,2051.483887,47.0,10.97280025,88.39199829,1000.0,99.12080383,10.42399979,250.1279602,0.217255801,3.0,0.326496124
65.0,0.0,1284.0,10505.08008,1691.788208,65.0,20.11680031,60.95999908,1000.0,93.34640503,32.38639832,236.5879517,0.21230258,3.0,14.90119553
66.0,0.0,1253.0,21767.2832,869.9837646,45.0,11.27760029,46.93920135,6000.0,81.88079834,35.9416008,230.5955353,0.083066329,3.0,-0.173286438
67.0,0.0,1270.0,4065.358887,67.00087738,58.0,7.010400295,17.06879997,1000.0,39.71199799,25.64319992,314.3787231,0.323939294,3.0,7.52947998
68.0,0.0,1278.0,16223.05078,108.2483063,44.0,9.753600121,38.70960236,1000.0,40.95199966,2.242401123,289.1287231,0.201336861,3.0,1.515151978
69.0,0.0,1224.0,27155.44922,1019.389648,20.0,-3.048000097,47.85359955,2000.0,61.14799881,12.29439926,236.3625488,0.209357813,7.0,-0.585149765
70.0,0.0,1264.0,12464.53223,329.3068848,39.0,2.43840003,6.400800228,2000.0,14.31119919,8.215200424,216.4997101,0.122960158,3.0,1.034339905
71.0,0.0,1248.0,25055.31641,458.0401306,42.0,0.914399981,14.6303997,6000.0,27.06480026,11.43440056,239.6256256,0.165938988,3.0,0.337142944
72.0,0.0,1230.0,34685.67969,254.5812378,36.0,-1.524000049,31.08959961,2000.0,86.90159607,55.81200027,401.5923767,1.076354861,7.0,0.59021759
73.0,0.0,1277.0,16582.26758,29.93631172,47.0,11.27760029,47.24399948,1000.0,53.09600067,6.766399384,300.1409607,0.546996653,3.0,-2.476306915
74.0,0.0,1231.0,35902.86719,403.7313538,47.0,3.657599926,14.93519974,2000.0,47.0,31.4552002,345.8435059,1.101590633,3.0,6.541873932
75.0,0.0,1267.0,16025.67969,430.1037903,42.0,-0.914399981,22.86000061,1000.0,29.50320053,5.643199921,289.3640137,0.728430688,3.0,-5.61932373
76.0,0.0,1237.0,28606.04883,991.9915771,30.0,1.524000049,41.14799881,4000.0,56.82240295,12.67439938,235.717392,0.21608378,7.0,-4.402242661
77.0,0.0,1258.0,9168.191406,468.9474792,43.0,0.609600008,34.44240189,6000.0,56.10639954,21.66399956,279.2226563,0.292867392,3.0,-2.342201233
78.0,0.0,1263.0,14756.06641,295.0274658,48.0,14.93519974,53.34000015,3000.0,78.47999573,25.13999939,299.0663452,0.10877502,3.0,4.172740936
79.0,0.0,1259.0,13705.375,722.5441895,49.0,2.133599997,13.10640049,6000.0,27.96879959,12.86240005,238.9328308,0.215997592,3.0,-1.145168304
80.0,0.0,1228.0,51274.73828,3193.754395,35.0,10.97280025,77.72399902,1000.0,110.2855988,32.25680161,267.7771606,0.622470617,7.0,6.224266052
81.0,0.0,1279.0,9472.597656,258.2315063,38.0,2.43840003,31.08959961,2000.0,34.64720154,3.557598114,238.455368,0.061768461,3.0,-5.540920258
82.0,0.0,1267.0,10453.42285,179.6223145,40.0,1.828799963,3.352800131,3000.0,12.26319885,11.21520042,226.8111115,0.169929698,3.0,0.338645935
83.0,0.0,1274.0,10700.49121,867.4509277,48.0,2.133599997,85.34400177,1000.0,102.5592041,17.21520042,248.4066467,0.115668669,3.0,2.035339355
84.0,0.0,1224.0,57237.34375,341.4100037,18.0,-1.828799963,80.16239929,3000.0,97.2480011,14.78079987,221.7081604,0.070922233,7.0,-1.098257065
85.0,0.0,1280.0,9963.295898,445.2701416,48.0,9.144000053,77.72399902,1000.0,96.76800537,24.04399872,288.2433167,0.88577342,3.0,4.556873322
86.0,0.0,1284.0,25284.19727,1287.262939,33.0,12.49680042,101.8031998,1000.0,100.9703979,0.0,225.2663574,0.03767455,3.0,-4.511421204
87.0,0.0,1286.0,20632.35742,491.7372437,42.0,7.010400295,55.47360229,6000.0,74.30879974,17.61599922,279.878479,1.117976308,3.0,-1.389907837
88.0,0.0,1282.0,10208.51074,212.5606232,40.0,2.43840003,32.00400162,4000.0,38.47600174,6.472000122,213.7790527,0.216335163,3.0,-5.43667984
89.0,0.0,1233.0,35698.14063,707.5111694,26.0,-1.219200015,38.10000229,4000.0,73.2440033,34.229599,368.3627319,0.472424418,7.0,0.153301239
90.0,0.0,1256.0,12484.75781,509.3661804,39.0,-2.43840003,24.07920074,6000.0,35.03760147,10.95839882,252.2387238,0.066334821,3.0,-5.265945435
91.0,0.0,1283.0,6657.787598,256.7446594,57.0,11.88720036,67.05599976,6000.0,91.44239807,23.38639832,238.9589233,0.020970419,3.0,4.750728607
92.0,0.0,1232.0,25662.45313,511.8492126,36.0,0.304800004,42.67200089,4000.0,57.94560242,14.66399956,286.6485901,0.290975481,7.0,-4.369338989
93.0,0.0,1249.0,25487.48047,646.3590698,57.0,16.45919991,39.01440048,2000.0,89.30879974,51.29439926,291.4282227,0.270562172,3.0,14.67108536
94.0,0.0,1224.0,54098.33203,7015.763184,34.0,9.448800087,81.99120331,1000.0,117.5151978,32.91439819,369.9764099,0.869906068,7.0,4.852399826
95.0,0.0,1222.0,61453.29297,3728.11377,20.0,-1.524000049,98.14559937,6000.0,112.0495987,13.90399933,236.1401672,0.157037705,7.0,-2.527950287
96.0,0.0,1227.0,47138.45313,4083.359131,32.0,3.048000097,67.97039795,1000.0,99.05599976,33.08560181,284.7660828,0.035214614,7.0,-0.521635056
97.0,0.0,1236.0,25865.78516,865.1184692,52.0,1.524000049,25.60320091,1000.0,61.14400101,35.62639999,623.6571655,1.067635655,3.0,15.4524231
98.0,0.0,1236.0,24484.39063,295.8687439,54.0,0.609600008,14.32560062,2000.0,44.24639893,29.92079926,413.9562073,2.088854074,3.0,8.863220215
99.0,0.0,1280.0,11505.7832,980.8336792,50.0,10.05840015,79.85759735,1000.0,99.68240356,19.82480049,230.9736481,2.498874187,3.0,28.64564133
100.0,0.0,1248.0,17226.49805,390.8309937,42.0,1.524000049,23.77440071,6000.0,51.14400101,27.97919846,235.4085083,0.238726959,3.0,-4.50579834
101.0,0.0,1282.0,6926.51709,724.0107422,37.0,9.448800087,39.92879868,1000.0,48.8871994,23.26319885,237.9237061,0.658501089,3.0,0.073505402
102.0,0.0,1261.0,5202.280273,161.3151398,32.0,6.096000195,54.25440216,2000.0,52.42160034,0.0,393.408783,0.394980997,3.0,-1.019035339
103.0,0.0,1241.0,27086.17383,179.620285,47.0,1.524000049,10.66800022,1000.0,33.89360046,24.22559929,242.1365814,0.334808171,3.0,4.912586212
104.0,0.0,1250.0,27031.65234,605.489502,33.0,0.914399981,13.10640049,2000.0,16.84560013,7.739200592,229.2186127,0.084566221,3.0,0.592655182
105.0,0.0,1251.0,15090.28418,210.446579,38.0,0.0,22.55520058,1000.0,32.81840134,7.263198853,256.0544434,0.992848992,3.0,-1.025478363
106.0,0.0,1246.0,30916.4082,2036.73584,36.0,-1.828799963,42.67200089,6000.0,71.05200195,26.38000107,235.0121307,0.024572028,7.0,-8.922956467
107.0,0.0,1230.0,41671.89453,1447.128296,21.0,-1.219200015,53.94960022,2000.0,77.08320618,23.8288002,267.6292114,0.339116216,7.0,-2.611265182
108.0,0.0,1276.0,8082.597168,330.6758118,78.0,9.753600121,24.68880081,4000.0,64.89360046,40.20479965,418.0384827,0.864304662,3.0,27.56616974
109.0,0.0,1275.0,1452.264526,330.6979675,54.0,6.705600262,11.58240032,1000.0,32.66400146,21.08160019,350.604126,0.069705121,3.0,5.497943878
110.0,0.0,1272.0,18263.48438,1517.304077,41.0,-0.609600008,0.0,6000.0,15.39679909,14.39679909,231.135498,0.297062725,4.0,-0.124164581
111.0,0.0,1234.0,31257.75977,1118.225586,48.0,4.267199993,29.56559944,2000.0,85.79519653,56.229599,238.9208679,0.290095329,3.0,10.02290344
112.0,0.0,1231.0,31243.58008,1112.348022,34.0,-2.133599997,33.52799988,2000.0,68.44239807,33.0,377.2033997,0.329982281,7.0,-2.557813644
113.0,0.0,1225.0,30776.95117,428.9727478,35.0,-5.181600094,31.39439964,6000.0,49.02080154,15.62639999,286.8661194,0.773732424,7.0,-6.47401619
114.0,0.0,1237.0,20848.60156,119.7457428,34.0,0.0,15.84959984,6000.0,34.0,17.15040016,239.9977264,0.238273352,3.0,-4.431488037
115.0,0.0,1232.0,26982.67969,240.5095215,39.0,0.609600008,15.23999977,6000.0,37.78079987,23.54080009,492.9571533,0.612340808,3.0,-2.282752991
116.0,0.0,1223.0,60965.58594,2920.070557,20.0,-1.524000049,91.1352005,3000.0,107.4776001,16.3423996,225.5445251,0.198791042,7.0,-0.762563705
117.0,0.0,1286.0,23364.38281,359.2353821,46.0,16.15439987,98.45040131,6000.0,111.8367996,13.38639832,299.9260864,0.150711939,3.0,3.16185379
118.0,0.0,1236.0,33833.14844,1122.364136,41.0,6.400800228,39.01440048,2000.0,80.62400055,42.60960007,277.7003174,0.617005408,7.0,11.27283096
119.0,0.0,1245.0,27245.34766,94.71395874,43.0,-0.609600008,14.93519974,6000.0,26.54080009,11.60560036,213.6710205,0.572349727,3.0,-0.037742615
120.0,0.0,1230.0,43379.96094,903.9632568,22.0,-1.828799963,45.11040115,6000.0,78.08320618,33.97280121,214.2579803,0.015103992,7.0,-0.980100632
121.0,0.0,1267.0,5016.424316,571.2158203,55.0,6.400800228,57.3024025,2000.0,75.72640228,18.42399979,378.4398193,1.265474916,3.0,9.981956482
122.0,0.0,1285.0,17316.10742,817.1922607,41.0,13.71600056,97.23120117,1000.0,101.9599991,4.728797913,297.1459351,0.351591676,3.0,-0.716773987
123.0,0.0,1241.0,27450.05664,376.3050842,43.0,1.219200015,5.181600094,6000.0,25.32159996,20.13999939,235.5740204,0.040033866,3.0,-1.190162659
124.0,0.0,1269.0,11547.95898,1019.228882,36.0,0.304800004,0.0,4000.0,7.653598785,6.653598785,252.9013519,0.053707752,3.0,-1.144338608
125.0,0.0,1222.0,28198.23828,2047.84375,36.0,-5.181600094,31.08959961,6000.0,60.07920074,27.770401,274.7789001,0.207915694,7.0,-5.406570435
126.0,0.0,1223.0,46282.00391,637.6893921,24.0,-3.352800131,55.47360229,4000.0,83.43600464,26.96240044,213.3132935,0.175784186,7.0,-1.754899979
127.0,0.0,1246.0,16523.49219,324.2111206,45.0,1.828799963,21.03120041,1000.0,52.31520081,30.2840004,241.4258118,1.040796757,3.0,3.077251434
128.0,0.0,1245.0,25806.39648,638.0348511,45.0,0.914399981,17.06879997,6000.0,29.15040016,12.38639832,284.5706177,0.083554231,3.0,0.133895874
129.0,0.0,1230.0,47882.11719,4713.211914,28.0,3.048000097,68.27519989,1000.0,98.10400391,29.8288002,304.4623108,0.157181948,7.0,-0.249982834
130.0,0.0,1254.0,20575.70703,515.8255615,41.0,0.609600008,7.924799919,6000.0,23.32159996,13.39679909,215.8772736,0.106135815,3.0,0.196018219
131.0,0.0,1219.0,24305.36719,161.8127441,21.0,-2.743200064,45.11040115,4000.0,57.88080215,18.770401,231.1081696,0.149535298,7.0,-0.785799026
132.0,0.0,1272.0,15144.9375,1546.58667,35.0,-0.914399981,0.0,4000.0,6.958398819,10.95839882,259.6925049,0.161422327,4.0,-0.806560516
133.0,0.0,1265.0,7011.501465,656.3603516,39.0,3.048000097,6.705600262,6000.0,13.09199905,5.386398315,235.9174347,0.09925399,3.0,-0.965232849
134.0,0.0,1259.0,18835.76953,656.3526611,36.0,0.304800004,0.0,6000.0,8.567998886,3.567998886,222.2137604,0.037576295,4.0,0.364151001
135.0,0.0,1221.0,38240.17969,894.5526733,37.0,1.828799963,40.53839874,2000.0,106.799202,65.56559753,236.6489868,2.647483826,7.0,5.574193954
136.0,0.0,1258.0,17614.02148,1024.343384,41.0,0.0,7.315199852,6000.0,19.96879959,12.65359879,234.8171234,0.103783287,3.0,-0.640964508
137.0,0.0,1273.0,8367.545898,234.4124756,39.0,1.524000049,0.0,6000.0,13.09199905,13.09199905,239.052948,0.079617985,3.0,0.472002029
138.0,0.0,1278.0,16391.48828,59.87280273,45.0,10.66800022,38.70960236,5000.0,41.3423996,3.242401123,289.1287231,0.414622188,3.0,1.813476563
139.0,0.0,1223.0,53376.05078,2910.580078,23.0,3.048000097,80.16239929,3000.0,96.15200043,15.98959923,292.6176758,0.135949299,7.0,-1.152435303
140.0,0.0,1230.0,41844.14453,2078.05127,28.0,-0.304800004,54.86400223,2000.0,84.38800049,29.52400017,236.6676178,0.215662763,7.0,-1.525894165
141.0,0.0,1255.0,16631.23633,756.6048584,51.0,3.657599926,20.72640038,2000.0,35.76000214,19.03359985,273.3380127,0.066517003,3.0,9.390068054
142.0,0.0,1282.0,8368.46582,90.19103241,39.0,2.43840003,28.04160118,6000.0,32.90399933,6.776798248,289.4822998,0.056264613,3.0,-3.353321075
143.0,0.0,1233.0,39906.42188,2107.779297,26.0,-1.524000049,48.76800156,2000.0,80.25440216,31.18160057,233.7358551,0.1331532,7.0,-0.094552994
144.0,0.0,1285.0,21617.05859,430.151947,40.0,7.619999886,64.31279755,1000.0,80.53839874,15.31119919,215.8672943,0.145943061,3.0,-2.333843231
145.0,0.0,1225.0,28446.25781,2049.764648,28.0,-5.486400127,29.26079941,6000.0,49.33599854,20.07519913,236.3444061,0.048254132,7.0,-5.81096077
146.0,0.0,1273.0,16640.02539,497.2407837,67.0,6.705600262,37.49040222,1000.0,61.20880127,23.71839905,334.3913879,1.500166774,3.0,11.83489227
147.0,0.0,1281.0,3209.459473,30.06399536,40.0,-0.609600008,50.59680176,1000.0,64.38400269,13.78719902,232.4792633,0.516209304,3.0,-3.576519012
148.0,0.0,1234.0,24055.26563,84.84632111,49.0,3.352800131,13.41120052,2000.0,41.38000107,27.96879959,296.2961731,1.618495584,3.0,-0.928562164
149.0,0.0,1235.0,31530.94922,180.3835297,37.0,5.181600094,39.92879868,2000.0,70.83280182,26.90399933,308.2097778,0.227533683,7.0,1.782522202
150.0,0.0,1263.0,11243.11133,1041.059082,53.0,15.84959984,66.75119781,2000.0,92.0144043,22.26319885,237.5365906,0.135944009,3.0,4.762252808
151.0,0.0,1245.0,26426.32031,1148.709839,41.0,4.267199993,38.10000229,1000.0,65.38400269,29.2840004,386.925415,1.786096573,7.0,2.321750641
152.0,0.0,1255.0,16950.29102,742.7372437,40.0,12.19200039,51.51119995,2000.0,72.918396,21.40719986,337.8629761,0.278415799,3.0,1.405223846
153.0,0.0,1228.0,31063.00781,218.0011292,35.0,-4.572000027,33.52799988,4000.0,50.84960175,17.32159996,285.9250793,0.458718568,7.0,-6.118379593
154.0,0.0,1239.0,32649.85352,361.9614563,42.0,5.791200161,45.72000122,2000.0,82.84320068,33.12319946,263.3688354,0.671769679,7.0,1.943359375
155.0,0.0,1232.0,25252.89063,95.02484894,44.0,1.219200015,12.49680042,1000.0,36.07519913,21.57839966,259.8971558,0.271124691,3.0,-1.25226593
156.0,0.0,1227.0,30816.19922,66.99317169,38.0,3.352800131,19.81200027,1000.0,46.83919907,27.41759872,235.4218597,0.214340359,7.0,1.104606628
157.0,0.0,1246.0,23243.28906,300.881073,43.0,-0.609600008,11.27760029,6000.0,28.3696003,17.09199905,241.6989288,0.780931473,3.0,1.097213745
158.0,0.0,1251.0,22440.47656,1003.313965,48.0,14.02080059,48.46319962,2000.0,85.79519653,35.33200073,261.7499084,0.156094775,3.0,2.332206726
159.0,0.0,1273.0,10944.36914,1680.186279,33.0,0.304800004,0.0,4000.0,5.87279892,5.87279892,299.6478882,0.156711936,3.0,-0.335536957
160.0,0.0,1274.0,8855.204102,1083.934692,39.0,-6.400800228,79.55280304,6000.0,94.16880035,14.61599922,258.9114685,0.650519967,7.0,-19.24868202
161.0,0.0,1252.0,20862.14258,108.2471085,51.0,4.267199993,17.98320007,2000.0,37.89360046,15.91040039,230.7571106,0.647954345,3.0,5.462677002
162.0,0.0,1281.0,10459.69727,1751.600952,34.0,-0.609600008,0.0,3000.0,12.05439949,12.35919952,225.9936676,0.217973158,3.0,-0.703735352
163.0,0.0,1265.0,10075.92383,424.2355347,55.0,5.791200161,24.68880081,1000.0,40.36959839,15.68080139,328.4361572,0.843655467,3.0,3.758155823
164.0,0.0,1279.0,17643.375,642.4310303,41.0,6.705600262,56.38800049,6000.0,60.81200027,4.423999786,231.4294128,0.373941123,3.0,-6.716129303
165.0,0.0,1229.0,44163.98828,798.2609863,25.0,-4.267199993,43.28160095,2000.0,81.08320618,40.80160141,252.523819,0.279440135,7.0,-2.000938416
166.0,0.0,1236.0,24662.88672,108.0710297,45.0,1.524000049,14.32560062,6000.0,35.24639893,22.92079926,322.6194763,2.37319541,3.0,1.304759979
167.0,0.0,1247.0,23198.05469,217.9997711,46.0,8.229599953,42.06240082,1000.0,78.61360168,36.55120087,344.7799683,0.319179118,3.0,-2.767230988
168.0,0.0,1265.0,12152.96582,389.4048462,41.0,1.828799963,3.657599926,2000.0,13.87279892,9.910400391,234.151062,0.059148759,3.0,-0.07365799
169.0,0.0,1277.0,17369.44531,523.2002563,54.0,16.15439987,44.19599915,1000.0,55.52399826,11.32799911,326.4907532,0.736046493,3.0,5.178829193
170.0,0.0,1261.0,17903.70508,980.8364868,36.0,0.914399981,83.21040344,2000.0,87.51119995,4.300800323,226.8768768,0.029362483,3.0,-5.69890213
171.0,0.0,1223.0,36102.46094,1078.12207,21.0,-3.048000097,42.36719894,4000.0,75.86399841,33.19200134,228.8310242,0.227231413,7.0,1.611061096
172.0,0.0,1256.0,18961.45703,591.0404053,48.0,10.66800022,59.13119888,2000.0,90.36720276,33.15039825,231.4234467,0.495296061,3.0,-1.188167572
